c;pinit;d;v;time;vh_1;vd_1;p;vd_0;rdd;rhd;rhh;f_1;f_0;vh_2;file
0.97;0.33;0.1;0.01;15440;1.00307;0.99667;0.0194628;1.00001;0.760287;0.0327431;0.000350378;0.038368;0.961375;0.983349;./core_14/iter_freqdep_16_9_2016_160333_949649188
0.97;0.33;0.5;0.01;4301;1.00266;0.996961;0.0158507;1.00002;0.32091;0.0130482;0.000126909;0.031364;0.968465;0.917668;./core_14/iter_freqdep_16_9_2016_160334_517749148
0.97;0.33;1;0.01;2912;1.00255;0.997513;0.0152821;1.00003;-0;-0;-0;0.0302568;0.969585;0.836172;./core_14/iter_freqdep_16_9_2016_160334_705585951
0.99;0.33;0.1;0.01;15245;1.00307;0.99667;0.01917;1.00001;0.760994;0.0322597;0.000339811;0.0378022;0.96195;0.983124;./core_14/iter_freqdep_16_9_2016_160334_834435884
0.99;0.33;0.5;0.01;4248;1.00266;0.99696;0.0156348;1.00002;0.321045;0.0128727;0.000123468;0.0309437;0.968891;0.91654;./core_14/iter_freqdep_16_9_2016_160335_456737381
0.99;0.33;1;0.01;2876;1.00255;0.997513;0.0150745;1.00003;-0;-0;-0;0.0298523;0.969994;0.833915;./core_14/iter_freqdep_16_9_2016_160335_647448542
0.01;0.33;0.1;0.03;13825;1.01011;0.989911;0.999025;0.999758;8.58856e-07;0.00165992;0.800736;0.00197562;9.72658e-07;1;./core_15/iter_freqdep_16_9_2016_160350_703917016
0.01;0.33;0.5;0.03;6450;1.01013;0.989955;0.999111;0.998778;4.40928e-07;0.000774977;0.328288;0.00190024;8.99802e-07;1;./core_15/iter_freqdep_16_9_2016_160351_366950555
0.01;0.33;1;0.03;4477;1.01015;0.989997;0.999153;0.997535;-0;-0;-0;0.0018821;8.82697e-07;1;./core_15/iter_freqdep_16_9_2016_160351_741887898
0.03;0.33;0.1;0.03;36383;1.01076;0.991196;0.999;1.0012;8.78359e-07;0.00169366;0.81536;0.00200788;9.9462e-07;0.999998;./core_15/iter_freqdep_16_9_2016_160352_60194915
0.03;0.33;0.5;0.03;46634;1.01303;0.995643;0.998585;1.00488;9.74807e-07;0.00115895;0.332391;0.00283571;1.98544e-06;0.999988;./core_15/iter_freqdep_16_9_2016_160353_607271413
0.03;0.33;1;0.03;40833;1.01525;0.999977;0.999;1.00759;-0;-0;-0;0.0020077;9.94445e-07;0.999985;./core_15/iter_freqdep_16_9_2016_160355_152034701
0.05;0.33;0.1;0.03;53195;1.01104;0.991936;0.904439;1.00207;0.00874215;0.149097;0.62803;0.174304;0.00906871;0.99966;./core_15/iter_freqdep_16_9_2016_160356_464509349
0.05;0.33;0.5;0.03;32539;1.0113;0.99411;0.637307;1.00339;0.0615255;0.201959;0.164907;0.465101;0.130336;0.995797;./core_15/iter_freqdep_16_9_2016_160357_991172918
0.05;0.33;1;0.03;22203;1.0122;0.996918;0.605617;1.00453;-0;-0;-0;0.480578;0.154102;0.992093;./core_15/iter_freqdep_16_9_2016_160358_866319096
0.07;0.33;0.1;0.03;64513;1.01088;0.992026;0.773441;1.00223;0.0515419;0.314487;0.472923;0.35491;0.0511919;0.99894;./core_15/iter_freqdep_16_9_2016_160359_500415462
0.07;0.33;0.5;0.03;19589;1.01036;0.993164;0.461558;1.00245;0.122678;0.219196;0.0977517;0.501354;0.287969;0.992458;./core_16/iter_freqdep_16_9_2016_160334_908472322
0.07;0.33;1;0.03;15462;1.01092;0.995628;0.437417;1.00324;-0;-0;-0;0.496424;0.314365;0.986032;./core_16/iter_freqdep_16_9_2016_160335_458824056
0.09;0.33;0.1;0.03;57106;1.01049;0.9917;0.63546;1.00194;0.131102;0.429369;0.35009;0.469782;0.132702;0.998057;./core_16/iter_freqdep_16_9_2016_160335_866071155
0.09;0.33;0.5;0.03;20578;1.00983;0.992623;0.362691;1.00191;0.160422;0.203349;0.0637692;0.466975;0.404014;0.989581;./core_16/iter_freqdep_16_9_2016_160337_313753266
0.09;0.33;1;0.03;14737;1.0102;0.994904;0.343548;1.00252;-0;-0;-0;0.455606;0.428644;0.980631;./core_16/iter_freqdep_16_9_2016_160338_21031659
0.11;0.33;0.1;0.03;35375;1.01017;0.991374;0.529415;1.00162;0.208053;0.467067;0.262133;0.505423;0.221218;0.997262;./core_16/iter_freqdep_16_9_2016_160338_501805871
0.11;0.33;0.5;0.03;18642;1.00949;0.992277;0.299644;1.00156;0.18513;0.183767;0.0447356;0.424356;0.488353;0.986943;./core_16/iter_freqdep_16_9_2016_160339_375004921
0.11;0.33;1;0.03;13125;1.00975;0.994444;0.283812;1.00206;-0;-0;-0;0.411016;0.510675;0.975581;./core_16/iter_freqdep_16_9_2016_160339_916391246
0.13;0.33;0.1;0.03;35551;1.00994;0.991144;0.455363;1.0014;0.26584;0.464988;0.202937;0.50326;0.296368;0.996572;./core_16/iter_freqdep_16_9_2016_160340_382718016
0.13;0.33;0.5;0.03;16813;1.00926;0.992037;0.255917;1.00133;0.20261;0.165991;0.0331232;0.385304;0.551589;0.984454;./core_16/iter_freqdep_16_9_2016_160341_230019718
0.13;0.33;1;0.03;11736;1.00944;0.994126;0.242457;1.00174;-0;-0;-0;0.371639;0.571719;0.970759;./core_17/iter_freqdep_16_9_2016_160402_886863533
0.15;0.33;0.1;0.03;38909;1.00976;0.990961;0.398886;1.00122;0.31094;0.447538;0.160058;0.486616;0.361064;0.99595;./core_17/iter_freqdep_16_9_2016_160403_367167499
0.15;0.33;0.5;0.03;15279;1.00909;0.99186;0.223807;1.00115;0.215714;0.150821;0.0255531;0.351665;0.600504;0.982071;./core_17/iter_freqdep_16_9_2016_160404_496251511
0.15;0.33;1;0.03;10605;1.00921;0.993893;0.21213;1.00151;-0;-0;-0;0.338329;0.618701;0.966105;./core_17/iter_freqdep_16_9_2016_160405_45692832
0.17;0.33;0.1;0.03;38450;1.00963;0.990819;0.355172;1.00108;0.34632;0.424883;0.128959;0.464834;0.415521;0.995379;./core_17/iter_freqdep_16_9_2016_160405_459227793
0.17;0.33;0.5;0.03;14006;1.00896;0.991725;0.199229;1.00101;0.225961;0.138033;0.0203553;0.323076;0.639362;0.97977;./core_17/iter_freqdep_16_9_2016_160406_565205782
0.17;0.33;1;0.03;9681;1.00903;0.993715;0.188939;1.00133;-0;-0;-0;0.310323;0.655895;0.961588;./core_17/iter_freqdep_16_9_2016_160407_93285333
0.19;0.33;0.1;0.03;37252;1.00952;0.990704;0.320189;1.00097;0.375069;0.401237;0.105777;0.441806;0.461854;0.994845;./core_17/iter_freqdep_16_9_2016_160407_483931371
0.19;0.33;0.5;0.03;12943;1.00886;0.991618;0.179816;1.00091;0.234226;0.127229;0.0166354;0.298749;0.670927;0.977538;./core_17/iter_freqdep_16_9_2016_160408_569810052
0.19;0.33;1;0.03;8918;1.00889;0.993575;0.17063;1.00119;-0;-0;-0;0.28666;0.686036;0.957188;./core_17/iter_freqdep_16_9_2016_160409_7801100
0.21;0.33;0.1;0.03;35914;1.00944;0.990609;0.291477;1.00087;0.399141;0.378332;0.0880906;0.419188;0.501705;0.994342;./core_18/iter_freqdep_16_9_2016_160337_233170347
0.21;0.33;0.5;0.03;12045;1.00878;0.991532;0.164097;1.00082;0.241055;0.118036;0.0138821;0.277922;0.697049;0.975365;./core_18/iter_freqdep_16_9_2016_160338_248357717
0.21;0.33;1;0.03;8279;1.00878;0.993461;0.155808;1.00107;-0;-0;-0;0.266499;0.710938;0.952893;./core_18/iter_freqdep_16_9_2016_160338_766978805
0.23;0.33;0.1;0.03;34600;1.00937;0.990529;0.267453;1.00079;0.419785;0.356853;0.0743306;0.397687;0.536313;0.993863;./core_18/iter_freqdep_16_9_2016_160339_146773068
0.23;0.33;0.5;0.03;11277;1.00871;0.991461;0.151112;1.00075;0.246803;0.110147;0.0117867;0.259955;0.71901;0.973245;./core_18/iter_freqdep_16_9_2016_160340_383640380
0.23;0.33;1;0.03;7736;1.00869;0.993367;0.143564;1.00098;-0;-0;-0;0.249166;0.731848;0.948694;./core_18/iter_freqdep_16_9_2016_160340_777080507
0.25;0.33;0.1;0.03;33361;1.00931;0.990461;0.247044;1.00072;0.437823;0.337019;0.0634445;0.377577;0.566619;0.993406;./core_18/iter_freqdep_16_9_2016_160341_82715877
0.25;0.33;0.5;0.03;10615;1.00866;0.991401;0.140206;1.00069;0.251716;0.103318;0.0101544;0.244331;0.737721;0.971173;./core_18/iter_freqdep_16_9_2016_160342_146764382
0.25;0.33;1;0.03;7269;1.00861;0.993289;0.133279;1.0009;-0;-0;-0;0.234131;0.74965;0.944583;./core_18/iter_freqdep_16_9_2016_160342_607051615
0.27;0.33;0.1;0.03;32205;1.00927;0.990403;0.229489;1.00066;0.453816;0.318843;0.0547068;0.358926;0.593349;0.992967;./core_18/iter_freqdep_16_9_2016_160343_19995039
0.27;0.33;0.5;0.03;10037;1.00861;0.991351;0.130917;1.00064;0.255969;0.097357;0.00885728;0.230641;0.753848;0.969145;./core_19/iter_freqdep_16_9_2016_160357_737492780
0.27;0.33;1;0.03;6864;1.00855;0.993222;0.124518;1.00084;-0;-0;-0;0.220982;0.764986;0.940556;./core_19/iter_freqdep_16_9_2016_160358_219358312
0.29;0.33;0.1;0.03;31133;1.00923;0.990352;0.214236;1.00061;0.468158;0.302239;0.0476034;0.341702;0.617073;0.992543;./core_19/iter_freqdep_16_9_2016_160358_534508498
0.29;0.33;0.5;0.03;9529;1.00857;0.991307;0.122912;1.0006;0.259688;0.0921147;0.00780882;0.218559;0.767888;0.967159;./core_19/iter_freqdep_16_9_2016_160359_543666485
0.29;0.33;1;0.03;6509;1.00849;0.993164;0.116966;1.00078;-0;-0;-0;0.209394;0.778333;0.936608;./core_19/iter_freqdep_16_9_2016_160359_966732582
0.31;0.33;0.1;0.03;30136;1.0092;0.990309;0.200867;1.00057;0.481137;0.287089;0.0417635;0.32583;0.638248;0.992133;./core_19/iter_freqdep_16_9_2016_160400_298754088
0.31;0.33;0.5;0.03;9080;1.00854;0.991269;0.115943;1.00056;0.262971;0.0874716;0.00694869;0.207826;0.780219;0.965213;./core_19/iter_freqdep_16_9_2016_160401_287206398
0.31;0.33;1;0.03;6197;1.00844;0.993114;0.110387;1.00073;-0;-0;-0;0.19911;0.790053;0.932736;./core_19/iter_freqdep_16_9_2016_160401_669799588
0.33;0.33;0.1;0.03;29209;1.00918;0.99027;0.189063;1.00053;0.492968;0.273261;0.0369132;0.311212;0.657241;0.991736;./core_19/iter_freqdep_16_9_2016_160401_968937077
0.33;0.33;0.5;0.03;8678;1.00851;0.991236;0.10982;1.00053;0.265891;0.083333;0.00623387;0.198233;0.791134;0.963305;./core_19/iter_freqdep_16_9_2016_160402_918095388
0.33;0.33;1;0.03;5917;1.0084;0.993069;0.104606;1.00068;-0;-0;-0;0.189927;0.800425;0.928936;./core_20/iter_freqdep_16_9_2016_160333_293714404
0.35;0.33;0.1;0.03;28344;1.00916;0.990237;0.178572;1.00049;0.503814;0.260625;0.032848;0.297745;0.674354;0.991349;./core_20/iter_freqdep_16_9_2016_160333_528213263
0.35;0.33;0.5;0.03;8318;1.00848;0.991206;0.1044;1.0005;0.268507;0.0796224;0.00563296;0.189611;0.800861;0.961433;./core_20/iter_freqdep_16_9_2016_160334_431754285
0.35;0.33;1;0.03;5667;1.00836;0.99303;0.0994864;1.00064;-0;-0;-0;0.181678;0.80967;0.925206;./core_20/iter_freqdep_16_9_2016_160334_757735229
0.37;0.33;0.1;0.03;27537;1.00914;0.990207;0.169195;1.00046;0.513806;0.249062;0.0294123;0.28533;0.689837;0.990973;./core_20/iter_freqdep_16_9_2016_160334_988037291
0.37;0.33;0.5;0.03;7992;1.00845;0.99118;0.099567;1.00047;0.270864;0.0762778;0.00512264;0.181823;0.809585;0.959595;./core_20/iter_freqdep_16_9_2016_160335_873832017
0.37;0.33;1;0.03;5443;1.00832;0.992995;0.0949196;1.00061;-0;-0;-0;0.17423;0.81796;0.921544;./core_20/iter_freqdep_16_9_2016_160336_181154298
0.39;0.33;0.1;0.03;26780;1.00913;0.99018;0.160769;1.00043;0.523047;0.23846;0.0264863;0.27387;0.703898;0.990606;./core_20/iter_freqdep_16_9_2016_160336_411219237
0.39;0.33;0.5;0.03;7698;1.00843;0.991157;0.0952316;1.00045;0.272999;0.0732481;0.00468529;0.174754;0.817451;0.95779;./core_20/iter_freqdep_16_9_2016_160337_263096262
0.39;0.33;1;0.03;5238;1.00829;0.992964;0.0908215;1.00058;-0;-0;-0;0.167474;0.825437;0.917946;./core_20/iter_freqdep_16_9_2016_160337_602532011
0.41;0.33;0.1;0.03;26070;1.00912;0.990157;0.153164;1.0004;0.531624;0.22872;0.023977;0.263279;0.716713;0.990248;./core_21/iter_freqdep_16_9_2016_162606_223015905
0.41;0.33;0.5;0.03;7429;1.00841;0.991136;0.0913207;1.00043;0.274942;0.0704917;0.0043074;0.168312;0.82458;0.956018;./core_21/iter_freqdep_16_9_2016_162606_805662042
0.41;0.33;1;0.03;5053;1.00826;0.992936;0.087123;1.00055;-0;-0;-0;0.161317;0.832214;0.914411;./core_21/iter_freqdep_16_9_2016_162607_21739149
0.43;0.33;0.1;0.03;25402;1.00911;0.990136;0.146269;1.00038;0.539608;0.219755;0.0218109;0.253475;0.728429;0.989897;./core_21/iter_freqdep_16_9_2016_162607_186221056
0.43;0.33;0.5;0.03;7183;1.0084;0.991116;0.087775;1.00041;0.276719;0.0679734;0.00397846;0.162417;0.831071;0.954277;./core_21/iter_freqdep_16_9_2016_162607_751012264
0.43;0.33;1;0.03;4884;1.00824;0.99291;0.0837686;1.00052;-0;-0;-0;0.155684;0.838384;0.910937;./core_21/iter_freqdep_16_9_2016_162607_959920085
0.45;0.33;0.1;0.03;24773;1.00911;0.990117;0.139995;1.00036;0.547058;0.211484;0.0199299;0.244386;0.739174;0.989554;./core_21/iter_freqdep_16_9_2016_162608_115856736
0.45;0.33;0.5;0.03;6957;1.00838;0.991099;0.0845457;1.00039;0.27835;0.065664;0.00369021;0.157003;0.837005;0.952565;./core_21/iter_freqdep_16_9_2016_162608_661656940
0.45;0.33;1;0.03;4728;1.00822;0.992887;0.0807124;1.0005;-0;-0;-0;0.150512;0.844027;0.907523;./core_21/iter_freqdep_16_9_2016_162608_867011459
0.47;0.33;0.1;0.03;24180;1.0091;0.9901;0.134266;1.00034;0.554028;0.203838;0.0182873;0.235945;0.749057;0.989219;./core_21/iter_freqdep_16_9_2016_162609_17594113
0.47;0.33;0.5;0.03;6749;1.00837;0.991083;0.0815922;1.00037;0.279853;0.0635387;0.00343604;0.152014;0.84245;0.950883;./core_22/iter_freqdep_16_9_2016_160349_20035049
0.47;0.33;1;0.03;4585;1.0082;0.992865;0.0779163;1.00048;-0;-0;-0;0.145747;0.849206;0.904166;./core_22/iter_freqdep_16_9_2016_160349_368901712
0.49;0.33;0.1;0.03;23619;1.0091;0.990085;0.129015;1.00032;0.56056;0.196756;0.0168453;0.228094;0.758171;0.988889;./core_22/iter_freqdep_16_9_2016_160349_627184851
0.49;0.33;0.5;0.03;6556;1.00836;0.991069;0.0788809;1.00036;0.281242;0.0615767;0.00321069;0.147403;0.847466;0.94923;./core_22/iter_freqdep_16_9_2016_160350_447195997
0.49;0.33;1;0.03;4452;1.00818;0.992846;0.0753485;1.00046;-0;-0;-0;0.141342;0.853976;0.900865;./core_22/iter_freqdep_16_9_2016_160350_791437811
0.51;0.33;0.1;0.03;23088;1.0091;0.990071;0.124189;1.00031;0.566695;0.190183;0.0155733;0.220779;0.766597;0.988566;./core_22/iter_freqdep_16_9_2016_160351_61560793
0.51;0.33;0.5;0.03;6377;1.00834;0.991055;0.0763831;1.00034;0.28253;0.0597598;0.00300984;0.143128;0.852099;0.947603;./core_22/iter_freqdep_16_9_2016_160351_914315901
0.51;0.33;1;0.03;4330;1.00816;0.992828;0.072982;1.00044;-0;-0;-0;0.137258;0.858384;0.897619;./core_22/iter_freqdep_16_9_2016_160352_284295517
0.53;0.33;0.1;0.03;22586;1.0091;0.990058;0.119741;1.00029;0.572466;0.18407;0.014446;0.213953;0.774405;0.988249;./core_22/iter_freqdep_16_9_2016_160352_594596508
0.53;0.33;0.5;0.03;6211;1.00833;0.991043;0.0740745;1.00033;0.283727;0.0580727;0.00282997;0.139154;0.856393;0.946004;./core_22/iter_freqdep_16_9_2016_160353_432624256
0.53;0.33;1;0.03;4215;1.00814;0.992811;0.0707942;1.00042;-0;-0;-0;0.133463;0.86247;0.894425;./core_23/iter_freqdep_16_9_2016_160332_951525289
0.55;0.33;0.1;0.03;22109;1.00909;0.990047;0.115629;1.00028;0.577904;0.178374;0.0134427;0.207572;0.781658;0.987938;./core_23/iter_freqdep_16_9_2016_160333_131447168
0.55;0.33;0.5;0.03;6056;1.00832;0.991031;0.0719346;1.00032;0.284843;0.056502;0.00266819;0.135451;0.860383;0.944431;./core_23/iter_freqdep_16_9_2016_160333_860162109
0.55;0.33;1;0.03;4109;1.00813;0.992795;0.0687655;1.00041;-0;-0;-0;0.129926;0.866267;0.891283;./core_23/iter_freqdep_16_9_2016_160334_104384554
0.57;0.33;0.1;0.03;21657;1.00909;0.990036;0.111819;1.00027;0.583035;0.173057;0.0125462;0.201598;0.78841;0.987632;./core_23/iter_freqdep_16_9_2016_160334_284748863
0.57;0.33;0.5;0.03;5911;1.00831;0.991021;0.0699454;1.00031;0.285886;0.0550362;0.00252209;0.131991;0.8641;0.942883;./core_23/iter_freqdep_16_9_2016_160334_997732995
0.57;0.33;1;0.03;4010;1.00811;0.992781;0.0668791;1.00039;-0;-0;-0;0.126621;0.869805;0.888192;./core_23/iter_freqdep_16_9_2016_160335_245815076
0.59;0.33;0.1;0.03;21226;1.00909;0.990027;0.10828;1.00026;0.587885;0.168085;0.011742;0.195996;0.794707;0.987331;./core_23/iter_freqdep_16_9_2016_160335_432525137
0.59;0.33;0.5;0.03;5775;1.0083;0.991011;0.0680916;1.0003;0.286863;0.0536651;0.00238965;0.128753;0.867572;0.941359;./core_23/iter_freqdep_16_9_2016_160336_135709072
0.59;0.33;1;0.03;3917;1.0081;0.992768;0.0651206;1.00038;-0;-0;-0;0.123528;0.873111;0.885149;./core_23/iter_freqdep_16_9_2016_160336_383972309
0.61;0.33;0.1;0.03;20817;1.0091;0.990018;0.104986;1.00025;0.592474;0.163428;0.0110181;0.190736;0.800592;0.987035;./core_24/iter_freqdep_16_9_2016_160349_348540080
0.61;0.33;0.5;0.03;5648;1.0083;0.991001;0.0663599;1.00029;0.287779;0.0523798;0.00226915;0.125715;0.870821;0.93986;./core_24/iter_freqdep_16_9_2016_160350_64187429
0.61;0.33;1;0.03;3830;1.00809;0.992755;0.0634774;1.00037;-0;-0;-0;0.120626;0.876205;0.882154;./core_24/iter_freqdep_16_9_2016_160350_327688301
0.63;0.33;0.1;0.03;20427;1.0091;0.99001;0.101912;1.00024;0.596822;0.159058;0.0103641;0.185789;0.806102;0.986744;./core_24/iter_freqdep_16_9_2016_160350_547515518
0.63;0.33;0.5;0.03;5528;1.00829;0.990993;0.0647385;1.00028;0.288641;0.0511727;0.00215917;0.12286;0.873869;0.938384;./core_24/iter_freqdep_16_9_2016_160351_312561091
0.63;0.33;1;0.03;3748;1.00807;0.992743;0.0619386;1.00036;-0;-0;-0;0.117898;0.879107;0.879206;./core_24/iter_freqdep_16_9_2016_160351_651845959
0.65;0.33;0.1;0.03;20054;1.0091;0.990003;0.0990398;1.00023;0.600947;0.154951;0.00977153;0.18113;0.81127;0.986458;./core_24/iter_freqdep_16_9_2016_160351_926604325
0.65;0.33;0.5;0.03;5414;1.00828;0.990985;0.0632175;1.00027;0.289454;0.0500368;0.00205849;0.120171;0.876733;0.936931;./core_24/iter_freqdep_16_9_2016_160352_750167124
0.65;0.33;1;0.03;3670;1.00806;0.992732;0.0604945;1.00035;-0;-0;-0;0.11533;0.881836;0.876304;./core_24/iter_freqdep_16_9_2016_160353_62409881
0.67;0.33;0.1;0.03;19700;1.0091;0.989996;0.0963492;1.00022;0.604865;0.151086;0.00923286;0.176737;0.816125;0.986177;./core_24/iter_freqdep_16_9_2016_160353_332008807
0.67;0.33;0.5;0.03;5308;1.00827;0.990977;0.0617875;1.00027;0.29022;0.048966;0.00196602;0.117635;0.87943;0.935501;./core_25/iter_freqdep_16_9_2016_160335_939863390
0.67;0.33;1;0.03;3597;1.00805;0.992722;0.0591366;1.00034;-0;-0;-0;0.112906;0.884405;0.873446;./core_25/iter_freqdep_16_9_2016_160336_166800190
0.69;0.33;0.1;0.03;19361;1.0091;0.98999;0.0938249;1.00021;0.60859;0.147443;0.00874184;0.172588;0.820694;0.9859;./core_25/iter_freqdep_16_9_2016_160336_317808061
0.69;0.33;0.5;0.03;5207;1.00827;0.99097;0.0604408;1.00026;0.290945;0.0479549;0.0018809;0.115239;0.881974;0.934092;./core_25/iter_freqdep_16_9_2016_160336_947613766
0.69;0.33;1;0.03;3528;1.00804;0.992712;0.0578575;1.00033;-0;-0;-0;0.110617;0.886829;0.870631;./core_25/iter_freqdep_16_9_2016_160337_191831095
0.71;0.33;0.1;0.03;19037;1.0091;0.989984;0.0914525;1.0002;0.612135;0.144004;0.008293;0.168665;0.825;0.985627;./core_25/iter_freqdep_16_9_2016_160337_385020902
0.71;0.33;0.5;0.03;5111;1.00826;0.990963;0.0591702;1.00025;0.291631;0.0469987;0.00180232;0.112971;0.884378;0.932705;./core_25/iter_freqdep_16_9_2016_160338_136816667
0.71;0.33;1;0.03;3463;1.00804;0.992703;0.0566503;1.00032;-0;-0;-0;0.10845;0.88912;0.867859;./core_25/iter_freqdep_16_9_2016_160338_414219959
0.73;0.33;0.1;0.03;18727;1.0091;0.989978;0.089219;1.0002;0.615514;0.140754;0.00788167;0.164951;0.829064;0.985358;./core_25/iter_freqdep_16_9_2016_160338_629501623
0.73;0.33;0.5;0.03;5020;1.00826;0.990957;0.0579696;1.00024;0.292281;0.046093;0.00172962;0.110822;0.886652;0.931338;./core_25/iter_freqdep_16_9_2016_160339_291268604
0.73;0.33;1;0.03;3401;1.00803;0.992694;0.0555093;1.00031;-0;-0;-0;0.106396;0.891288;0.865128;./core_26/iter_freqdep_16_9_2016_160351_980798688
0.75;0.33;0.1;0.03;18430;1.00911;0.989973;0.0871133;1.00019;0.618736;0.137678;0.00750376;0.161431;0.832905;0.985093;./core_26/iter_freqdep_16_9_2016_160352_358248415
0.75;0.33;0.5;0.03;4934;1.00825;0.99095;0.0568332;1.00024;0.292899;0.0452339;0.00166218;0.108783;0.888807;0.929992;./core_26/iter_freqdep_16_9_2016_160353_157553063
0.75;0.33;1;0.03;3342;1.00802;0.992686;0.0544292;1.0003;-0;-0;-0;0.104447;0.893342;0.862438;./core_26/iter_freqdep_16_9_2016_160353_446639961
0.77;0.33;0.1;0.03;18145;1.00911;0.989969;0.085125;1.00018;0.621811;0.134763;0.00715576;0.158091;0.83654;0.984833;./core_26/iter_freqdep_16_9_2016_160353_664627366
0.77;0.33;0.5;0.03;4852;1.00825;0.990945;0.0557561;1.00023;0.293486;0.044418;0.00159951;0.106845;0.890853;0.928665;./core_26/iter_freqdep_16_9_2016_160354_405027991
0.77;0.33;1;0.03;3287;1.00801;0.992678;0.0534051;1.00029;-0;-0;-0;0.102595;0.895293;0.859787;./core_26/iter_freqdep_16_9_2016_160354_648874822
0.79;0.33;0.1;0.03;17873;1.00911;0.989964;0.0832448;1.00018;0.62475;0.131997;0.00683455;0.154918;0.839985;0.984576;./core_26/iter_freqdep_16_9_2016_160354_854219981
0.79;0.33;0.5;0.03;4774;1.00824;0.990939;0.0547338;1.00023;0.294045;0.0436421;0.00154115;0.105001;0.892796;0.927358;./core_26/iter_freqdep_16_9_2016_160355_543559732
0.79;0.33;1;0.03;3233;1.008;0.992671;0.0524331;1.00028;-0;-0;-0;0.100832;0.897146;0.857175;./core_26/iter_freqdep_16_9_2016_160355_861808612
0.81;0.33;0.1;0.03;17611;1.00911;0.98996;0.0814645;1.00017;0.627561;0.12937;0.00653747;0.1519;0.843254;0.984323;./core_27/iter_freqdep_16_9_2016_160345_797459970
0.81;0.33;0.5;0.03;4700;1.00824;0.990934;0.0537621;1.00022;0.294578;0.0429032;0.00148668;0.103244;0.894645;0.92607;./core_27/iter_freqdep_16_9_2016_160346_612860070
0.81;0.33;1;0.03;3183;1.008;0.992664;0.0515088;1.00028;-0;-0;-0;0.0991532;0.89891;0.854601;./core_27/iter_freqdep_16_9_2016_160346_896545791
0.83;0.33;0.1;0.03;17360;1.00912;0.989956;0.0797767;1.00017;0.630251;0.126872;0.00626213;0.149027;0.846359;0.984073;./core_27/iter_freqdep_16_9_2016_160347_141728463
0.83;0.33;0.5;0.03;4629;1.00823;0.990929;0.0528374;1.00022;0.295086;0.0421988;0.00143577;0.101569;0.896407;0.924801;./core_27/iter_freqdep_16_9_2016_160347_797763970
0.83;0.33;1;0.03;3135;1.00799;0.992657;0.0506292;1.00027;-0;-0;-0;0.0975518;0.90059;0.852064;./core_27/iter_freqdep_16_9_2016_160348_89965900
0.85;0.33;0.1;0.03;17119;1.00912;0.989953;0.0781744;1.00016;0.632829;0.124494;0.00600642;0.146289;0.849312;0.983827;./core_27/iter_freqdep_16_9_2016_160348_328341098
0.85;0.33;0.5;0.03;4561;1.00823;0.990925;0.0519564;1.00021;0.295572;0.0415267;0.00138809;0.0999703;0.898087;0.923549;./core_27/iter_freqdep_16_9_2016_160349_122266517
0.85;0.33;1;0.03;3088;1.00798;0.99265;0.049791;1.00026;-0;-0;-0;0.096023;0.902193;0.849563;./core_27/iter_freqdep_16_9_2016_160349_376665028
0.87;0.33;0.1;0.03;16887;1.00912;0.989949;0.0766516;1.00016;0.6353;0.122227;0.00576853;0.143677;0.852123;0.983585;./core_27/iter_freqdep_16_9_2016_160349_629655603
0.87;0.33;0.5;0.03;4496;1.00823;0.99092;0.0511161;1.00021;0.296036;0.0408845;0.00134336;0.098442;0.899691;0.922316;./core_28/iter_freqdep_16_9_2016_160359_299178299
0.87;0.33;1;0.03;3044;1.00798;0.992644;0.0489913;1.00026;-0;-0;-0;0.0945616;0.903723;0.847098;./core_28/iter_freqdep_16_9_2016_160359_558864340
0.89;0.33;0.1;0.03;16663;1.00912;0.989946;0.0752029;1.00016;0.63767;0.120066;0.00554683;0.141183;0.854802;0.983346;./core_28/iter_freqdep_16_9_2016_160359_791599415
0.89;0.33;0.5;0.03;4434;1.00822;0.990916;0.0503137;1.0002;0.29648;0.0402705;0.00130134;0.0969799;0.901224;0.9211;./core_28/iter_freqdep_16_9_2016_160400_435909023
0.89;0.33;1;0.03;3002;1.00797;0.992639;0.0482276;1.00025;-0;-0;-0;0.0931634;0.905186;0.844667;./core_28/iter_freqdep_16_9_2016_160400_650736094
0.91;0.33;0.1;0.03;16448;1.00913;0.989943;0.0738228;1.00015;0.639946;0.118001;0.00533983;0.1388;0.857359;0.98311;./core_28/iter_freqdep_16_9_2016_160400_840355712
